emp_no,first_name,last_name,salary,title,dept_name
271282,Kamran,Siochi,75636,Senior Staff,Research
271284,Jackson,Barvinok,49990,Senior Engineer,Development
271300,Gilbert,Curless,70448,Senior Staff,Sales
271305,Lena,Zolotykh,42121,Engineer,Production
271307,Shaowei,Pietrzykowski,53061,Senior Staff,Human Resources
271311,Christ,Gargeya,72308,Senior Staff,Sales
271330,Phillip,Werthner,42913,Staff,Development
271344,Eckart,Rodiger,40000,Senior Staff,Finance
271368,Narain,Tramer,44990,Senior Engineer,Production
271380,LiMin,Dahlbom,73508,Senior Engineer,Development
271383,Nishit,Syang,40000,Senior Engineer,Development
271384,Kwangho,Peron,40000,Senior Staff,Human Resources
271403,Baocai,Kuzuoka,94810,Senior Staff,Marketing
271421,Nectarios,Litvinov,40000,Senior Engineer,Production
271429,Mostafa,Gustavson,55365,Senior Staff,Sales
271436,Fei,Cummings,40000,Engineer,Customer Service
271451,Bluma,Leijenhorst,86718,Senior Staff,Sales
271453,Shalesh,Gadepally,52819,Senior Staff,Marketing
271477,Naftali,Whittlesey,40530,Senior Engineer,Development
271480,Arumugam,Cooley,45121,Senior Staff,Sales
271491,Fen,Snedden,59543,Senior Staff,Research
271493,Ulises,Jullig,40000,Senior Engineer,Quality Management
271495,Lena,Falco,40000,Senior Engineer,Quality Management
271497,Salvador,Bojadziev,40000,Senior Engineer,Development
271504,Olivera,Clemencon,52688,Senior Staff,Human Resources
271536,Luisa,Henders,40000,Senior Engineer,Development
271537,Gio,Tiemann,40000,Senior Engineer,Production
271539,Yakkov,Rosca,58787,Staff,Finance
271541,Vidya,Cronau,82058,Staff,Sales
271545,Temple,Negoita,79212,Senior Staff,Sales
271549,Bartek,Schauser,51148,Senior Staff,Research
271550,Mats,Menhardt,75106,Senior Staff,Sales
271560,Mohan,Papastamatiou,63670,Senior Staff,Customer Service
271565,Sugwoo,Juneja,62945,Senior Engineer,Production
271575,Karoline,Tsunoo,40000,Engineer,Development
271576,Kirk,Marquardt,62563,Senior Staff,Customer Service
271579,Mechthild,Luan,55010,Engineer,Production
271594,Marjo,Jonsson,42787,Technique Leader,Production
271602,Troy,Baak,40000,Technique Leader,Production
271603,Szabolcs,Carrere,40000,Senior Staff,Human Resources
271604,Phillip,Bael,40000,Senior Engineer,Production
271605,Demin,Yemenis,62354,Technique Leader,Development
271607,Augustine,Pezzoli,50681,Senior Engineer,Development
271611,Vitaly,Raczkowsky,66059,Senior Engineer,Development
271631,Ravishankar,Litecky,70605,Technique Leader,Development
271638,Jungsoon,Plavsic,40000,Senior Engineer,Production
271644,Pranav,Peroz,40000,Senior Engineer,Development
271648,Jungsoon,Unno,40000,Senior Engineer,Production
271679,Shaz,Ladret,63737,Senior Staff,Sales
271703,Debatosh,Flowers,99281,Senior Staff,Sales
271704,Vivian,Gente,40000,Staff,Marketing
271710,Leszek,Ossenbruggen,40000,Senior Staff,Research
271727,Dmitri,Nourani,40000,Staff,Research
271752,Yuguang,Lipner,46638,Senior Staff,Research
271754,Kenroku,Gente,40000,Senior Staff,Customer Service
271760,Tzu,Yavatkar,56146,Senior Staff,Marketing
271763,Alois,Furedi,40000,Senior Staff,Customer Service
271793,Kenroku,Brendel,40000,Senior Staff,Research
271801,IEEE,Bernardeschi,43892,Senior Engineer,Development
271803,Tru,Dichev,68302,Senior Staff,Sales
271828,Kamakshi,Braunmuhl,64785,Senior Staff,Human Resources
271837,Narain,Szmurlo,48301,Staff,Production
271847,Valdiodio,Takanami,79780,Senior Staff,Marketing
271873,Piyush,Jiafu,43151,Senior Staff,Customer Service
271888,Dekang,Gide,40000,Senior Engineer,Quality Management
271891,Karlis,Ouhyoung,43535,Senior Engineer,Production
271915,Zhenbing,Anandan,40287,Senior Engineer,Development
271918,Giri,Cronau,40000,Senior Staff,Development
271922,Val,Kalefeld,44967,Senior Staff,Research
271933,Arnould,Ducloy,58049,Staff,Customer Service
271942,Uta,Borstler,49633,Engineer,Development
271962,Stamatina,Ranft,40000,Senior Staff,Customer Service
271969,Ranan,Heystek,45338,Senior Engineer,Development
271973,Mototsugu,Iwayama,40000,Senior Engineer,Quality Management
271976,Mary,Kuhnemann,66603,Senior Staff,Customer Service
271980,Shigenori,Angel,96207,Senior Staff,Sales
271991,Kwangjo,Michaels,54170,Engineer,Production
272009,Deborah,Woycyznski,44502,Senior Engineer,Development
272021,Baoqiu,Asrin,49057,Senior Staff,Human Resources
272028,Laurentiu,Curless,43152,Senior Engineer,Production
272032,Ronghao,Zschoche,40000,Senior Staff,Development
272085,Arie,Swen,50027,Senior Staff,Finance
272089,Reuven,Makrucki,40000,Senior Engineer,Research
272093,Boalin,Alpin,76739,Senior Engineer,Production
272094,Uli,Mamelak,71222,Senior Staff,Sales
272096,Geoffrey,Veevers,40000,Senior Staff,Customer Service
272104,Paris,Koshino,57313,Assistant Engineer,Development
272109,Kellyn,Famili,54351,Senior Staff,Sales
272118,Shigehiro,Ertl,68303,Senior Engineer,Development
272119,Akhilish,Businaro,40000,Senior Engineer,Development
272123,Sibyl,Warwick,40000,Senior Staff,Human Resources
272125,Ranan,Demir,49018,Senior Engineer,Production
272146,Tommaso,Tramer,54150,Senior Engineer,Development
272162,Kwangyoen,Ouhyoung,40000,Staff,Human Resources
272188,Vasilii,Luck,116019,Senior Staff,Sales
272197,Wilmer,Meriste,40000,Staff,Customer Service
272203,Somnath,Pardalos,40000,Senior Staff,Customer Service
272214,Yurij,Alpin,40000,Senior Engineer,Development
272225,Martijn,Millington,63730,Staff,Marketing
272230,Kwangsub,Peternell,40000,Senior Engineer,Development
272239,Weiwu,Falster,62475,Technique Leader,Development
272251,Larisa,Grospietsch,51881,Senior Engineer,Development
272252,Gay,Murillo,58696,Engineer,Production
272254,Danel,Lambe,52545,Senior Staff,Research
272259,Yongqiao,Lorcy,40000,Senior Staff,Customer Service
272269,Jaewoo,Zhang,40487,Senior Engineer,Production
272272,Ziva,Fontet,40000,Senior Staff,Research
272281,Abdelkader,Fairtlough,40000,Senior Engineer,Customer Service
272296,Duro,Bennet,40000,Engineer,Development
272309,Tadahiro,Waeselynck,40000,Senior Engineer,Development
272317,Zhiguo,Luga,67959,Senior Staff,Sales
272322,Shrikanth,DuCasse,40000,Senior Engineer,Development
272324,Toshiko,Feinberg,96619,Senior Staff,Sales
272344,Mamdouh,Vesna,69920,Senior Staff,Sales
272349,Slavian,Standera,40000,Senior Engineer,Quality Management
272353,Kauko,Rajala,42766,Engineer,Production
272355,Ger,Setia,40000,Senior Staff,Customer Service
272378,Kamakshi,Ranta,40000,Senior Engineer,Customer Service
272395,Chenyi,Kamble,61237,Senior Engineer,Production
272406,Ger,Zucker,40000,Senior Staff,Production
272409,Tomoyuki,Sudbeck,45272,Senior Staff,Research
272418,Golgen,Versino,64812,Senior Staff,Sales
272419,Masanao,Kuhnemann,61273,Senior Staff,Finance
272434,Shugo,Ishibashi,52075,Senior Engineer,Production
272438,Tonia,Litecky,72757,Senior Staff,Sales
272446,Yonghong,Molenkamp,40000,Senior Staff,Customer Service
272448,Constantine,Pearson,40000,Senior Engineer,Quality Management
272486,Anneke,Gide,59197,Senior Engineer,Development
272498,Mansur,Keohane,52836,Senior Engineer,Development
272516,Mansur,Socorro,40000,Senior Engineer,Production
272520,Shigehito,Gomatam,40000,Technique Leader,Development
272538,Masoud,Hiroyama,87279,Staff,Sales
272541,Arie,Bade,55393,Senior Staff,Sales
272543,Feiyu,Karunanithi,40000,Senior Engineer,Development
272544,Yefim,Malinowski,87832,Senior Staff,Sales
272545,Kasturi,Rando,40000,Senior Staff,Human Resources
272550,Katsuyuki,Cmelik,59928,Technique Leader,Development
272552,Tetsurou,Azadmanesh,40000,Engineer,Production
272566,Tonia,Kavraki,51857,Senior Staff,Human Resources
272577,Mark,Glinert,40000,Senior Engineer,Development
272615,Debatosh,Heyers,63848,Staff,Marketing
272625,Hitomi,Roccetti,58828,Senior Staff,Sales
272626,Sashi,Pena,51895,Senior Engineer,Production
272627,Naraig,Chvatal,70603,Engineer,Production
272631,Jianhua,Liesche,61717,Senior Engineer,Development
272637,Remzi,Greibach,64772,Staff,Sales
272648,Jungsoon,Belinskaya,44517,Engineer,Development
272654,Piyush,Uehara,48448,Senior Engineer,Customer Service
272657,Vincent,Rusmann,52238,Senior Engineer,Development
272670,Shigeichiro,Schmittgen,81797,Senior Staff,Sales
272676,Danny,Hebden,40000,Senior Staff,Customer Service
272683,Monique,Cyne,46759,Staff,Production
272685,Emdad,Trachtenberg,97175,Senior Staff,Sales
272691,Nectarios,Usery,55747,Senior Staff,Research
272693,Shichao,Douceur,40000,Senior Engineer,Development
272699,Elrique,Uchoa,40000,Senior Engineer,Production
272704,Noritoshi,Laurillard,40000,Senior Engineer,Development
272708,Juyoung,Huhdanpaa,43553,Technique Leader,Production
272712,Utpal,Heering,40000,Senior Engineer,Research
272720,Yuguang,Carrere,49915,Engineer,Production
272726,Marsha,Eppinger,82979,Senior Staff,Sales
272727,Adam,Shiratori,40000,Technique Leader,Development
272763,Heekeun,Zambonelli,57264,Senior Engineer,Development
272766,Bodh,Kilgore,46713,Senior Engineer,Development
272781,Kwan,Shinomoto,62003,Senior Engineer,Development
272786,Vesna,Loncour,50754,Senior Engineer,Production
272806,Tomokazu,Marrakchi,55607,Staff,Finance
272816,Gita,Litvinov,71392,Senior Staff,Sales
272825,Kensyu,Bahl,78597,Senior Staff,Marketing
272826,Odoardo,Ranze,49000,Senior Engineer,Production
272832,Nahid,Zizka,47461,Engineer,Development
272833,Goo,Maierhofer,53415,Senior Staff,Finance
272848,Kazuhira,Silva,70300,Senior Staff,Sales
272855,Rosalyn,Ecklund,74210,Senior Staff,Finance
272861,Gonzalo,Angelopoulos,40000,Senior Engineer,Development
272863,Mang,Hockney,41762,Senior Engineer,Production
272873,Vitaly,Thibadeau,40000,Senior Engineer,Development
272876,Aamer,Standera,40000,Senior Staff,Customer Service
272887,Baziley,Acton,40000,Engineer,Quality Management
272895,Berna,Hertweck,40000,Engineer,Production
272897,Gila,Erde,40000,Senior Staff,Sales
272902,Junsik,Shumilov,40000,Senior Staff,Production
272903,Sergi,Mundy,40000,Senior Engineer,Production
272930,Sasan,Hoogerwoord,63077,Senior Staff,Sales
272943,Temple,Gewali,81125,Senior Staff,Sales
272945,Tran,Mayerwieser,40000,Senior Engineer,Production
272947,Kirk,Basawa,66630,Senior Staff,Sales
272958,Marc,Chepyzhov,43326,Senior Engineer,Development
272961,Prodip,Danner,40000,Senior Staff,Customer Service
272974,Waiman,Klerer,62812,Senior Staff,Human Resources
272976,Augustine,Hiraishi,50778,Staff,Human Resources
272991,Heejo,Gerlach,53226,Senior Engineer,Production
272995,Yuping,Lampe,47434,Senior Staff,Human Resources
273003,Pantung,Rotem,47216,Senior Staff,Customer Service
273007,Yuqun,Ghemri,40000,Senior Engineer,Production
273013,Taisook,Rodiger,47310,Senior Staff,Finance
273015,Parviz,Blokdijk,59446,Senior Staff,Sales
273032,Jongsuk,Miyakawa,49815,Senior Engineer,Development
273037,Hongzue,Bernini,40000,Senior Staff,Research
273060,Kitty,Riefers,40675,Engineer,Production
273067,Matk,Barinka,62261,Senior Staff,Sales
273068,Arfst,Ramaiah,57131,Senior Staff,Research
273083,Kazuhito,Vitiello,40000,Senior Engineer,Development
273092,Snehasis,Hoogerwoord,49004,Senior Engineer,Production
273108,Zhiguo,Murtafg,62487,Senior Engineer,Development
273129,Sumant,Whitcomb,58050,Senior Staff,Sales
273132,Dmitry,Munro,40538,Senior Engineer,Production
273136,Itzchak,Sidje,56525,Senior Staff,Marketing
273138,Mizuhito,Rebaine,56094,Senior Staff,Sales
273157,Maik,Valtorta,40000,Senior Staff,Human Resources
273177,Shao,Eickenmeyer,40000,Senior Engineer,Development
273181,Etsuo,Isard,40000,Senior Engineer,Production
273201,Feipei,Molenkamp,49745,Senior Engineer,Development
273208,Uta,Delgrange,40000,Senior Engineer,Quality Management
273213,Masako,Sommen,40691,Senior Staff,Research
273225,Jeong,Zolotykh,42984,Senior Staff,Development
273234,Moto,Pettis,53644,Engineer,Research
273240,Cordelia,Brendel,40000,Senior Staff,Research
273255,Neven,Haumacher,40000,Senior Staff,Development
273276,Maya,Makrucki,40000,Senior Engineer,Production
273277,Renny,Douceur,82871,Senior Staff,Finance
273293,Koldo,Gornas,53784,Senior Engineer,Development
273298,Gennady,Claffy,40000,Senior Engineer,Development
273304,Conrado,Melichar,40000,Engineer,Production
273306,Ziyad,Otillio,40000,Technique Leader,Quality Management
273318,Baoqiu,Marrakchi,53519,Staff,Research
273322,Jaana,Lagarias,40000,Senior Staff,Human Resources
273326,Aksel,Gulik,61869,Senior Staff,Sales
273329,Fumiyo,Scharstein,65915,Staff,Research
273333,Jungsoon,Luff,40000,Senior Staff,Research
273344,Christ,Heiserman,48887,Technique Leader,Production
273352,Sanjay,Molenkamp,46004,Senior Engineer,Production
273360,Kellie,Bade,43634,Senior Engineer,Production
273367,Shalesh,Munawer,47424,Senior Engineer,Development
273398,Masamitsu,Bolsens,40000,Senior Engineer,Quality Management
273400,Berni,Hegner,53129,Senior Engineer,Development
273406,Hitofumi,Randt,40303,Senior Engineer,Quality Management
273409,Nectarios,Camarinopoulos,40000,Senior Staff,Research
273425,Martina,Bottner,47163,Senior Engineer,Production
273427,Arvind,Melski,48935,Senior Engineer,Production
273429,Abdulah,Lovengreen,64049,Senior Engineer,Development
273477,Shaowen,Validov,63003,Senior Engineer,Development
273497,Mantis,Birdsall,59908,Senior Staff,Customer Service
273532,Sivanarayana,Bonifati,77316,Senior Staff,Sales
273547,Mohammed,Melichar,54518,Senior Engineer,Development
273561,Susanne,McAffer,54411,Senior Engineer,Development
273563,Shaz,Ohori,50179,Senior Engineer,Development
273568,Mizuhito,Kilgore,70246,Senior Staff,Sales
273575,Neelam,Colorni,46574,Senior Staff,Finance
273593,Ranga,Tyugu,40000,Senior Engineer,Production
273596,Wuxu,Schwartzburd,40000,Senior Engineer,Development
273597,Takahira,Penttonen,44832,Senior Engineer,Production
273601,Anwar,Seiwald,40000,Senior Engineer,Development
273617,Theron,Nyanchama,76704,Senior Staff,Sales
273631,Richara,Perfilyeva,69661,Staff,Sales
273638,Chikara,Farrar,40000,Engineer,Production
273657,Jouko,Hashii,40000,Technique Leader,Production
273658,Jaana,Lipner,74405,Senior Staff,Sales
273659,Toshimo,Smailagic,66263,Senior Staff,Human Resources
273663,Bartek,Ananiadou,88441,Senior Staff,Marketing
273678,Gro,Cronau,40000,Senior Staff,Human Resources
273687,Bouchung,Beidas,40000,Engineer,Production
273711,Kensyu,Rodier,40725,Senior Staff,Customer Service
273712,Mart,Miara,45703,Staff,Customer Service
273718,Padma,Nitto,66725,Senior Engineer,Production
273721,Kazuhisa,Wegerle,61132,Staff,Sales
273740,Youpyo,Cannata,55400,Senior Staff,Sales
273742,Rildo,Armand,40000,Senior Engineer,Development
273749,Youssef,Standera,49766,Senior Engineer,Production
273754,Kristin,Chartres,60621,Staff,Sales
273762,Masoud,Schaap,40000,Engineer,Production
273771,Sudhanshu,Perri,59003,Senior Engineer,Development
273773,Fan,Seuren,40000,Senior Staff,Human Resources
273778,Maik,Landherr,55474,Senior Staff,Sales
273783,Geoffrey,Vesna,57932,Senior Engineer,Development
273792,Berna,McClurg,45830,Senior Staff,Marketing
273795,Jianhao,Lorho,43773,Senior Engineer,Research
273798,Katsuo,Gyimothy,41894,Senior Engineer,Development
273822,Mana,Roison,45872,Senior Engineer,Quality Management
273823,Kolar,Salinas,57549,Senior Staff,Human Resources
273831,Kousuke,Farrar,65524,Senior Staff,Customer Service
273843,Arvin,Beetstra,41529,Senior Engineer,Production
273864,Isaac,Perelgut,46861,Senior Staff,Customer Service
273867,Arch,Leaver,55186,Senior Engineer,Development
273881,Stamatina,Klerer,40000,Technique Leader,Development
273883,Sanjit,Rothe,43792,Senior Engineer,Quality Management
273894,Shalesh,Giaccio,79985,Senior Staff,Sales
273900,Jianhui,Waleschkowski,60881,Senior Engineer,Production
273902,Mabhin,Feldmann,57098,Senior Engineer,Production
273918,Mario,Samarati,55037,Senior Staff,Research
273925,Bilhanan,Cheshire,53991,Senior Staff,Customer Service
273931,Shahid,Zykh,60377,Staff,Research
273933,Sreenivas,Parfitt,92626,Senior Staff,Sales
273935,Heng,Gils,40000,Senior Engineer,Production
273942,Ayakannu,Boissier,44907,Senior Engineer,Quality Management
273945,Aruna,Rijckaert,40000,Senior Staff,Customer Service
273952,Nahla,Braccini,40000,Technique Leader,Development
273958,Jiafu,Klerer,49260,Technique Leader,Production
273964,Nathan,Ratnaker,50294,Technique Leader,Development
273972,Danae,Conta,40000,Senior Engineer,Customer Service
273981,Gunilla,Bratsberg,49977,Senior Engineer,Customer Service
273983,Manohar,Matzen,50723,Senior Engineer,Production
273987,Emran,Halloran,46484,Senior Engineer,Development
273995,Hilary,Litvinov,59837,Engineer,Quality Management
273997,Yechiam,Braunschweig,70325,Senior Staff,Sales
274011,Breannda,Mawatari,48022,Senior Staff,Finance
274044,Yuchang,Erni,55056,Senior Engineer,Production
274052,Monique,Hempstead,65076,Senior Engineer,Development
274066,Navin,Aloisi,65483,Senior Staff,Human Resources
274084,Bernice,Luon,43272,Senior Engineer,Development
274087,Mari,Olano,48955,Engineer,Development
274090,Franziska,Peng,47080,Senior Staff,Finance
274099,Stevo,Perko,40000,Technique Leader,Production
274106,Leon,Herber,63643,Staff,Sales
274118,Kinh,Srimani,40000,Senior Staff,Research
274119,Hugo,Narwekar,52843,Engineer,Development
274168,Kensyu,Clouatre,40000,Senior Engineer,Production
274181,Yechezkel,Fortenbacher,62131,Senior Staff,Sales
274197,Geoffrey,Randi,91290,Senior Staff,Sales
274202,Guoxiang,Christ,40000,Senior Engineer,Development
274214,Tomoyuki,Conti,63292,Senior Engineer,Quality Management
274220,Apostol,Karcich,43525,Senior Engineer,Quality Management
274239,Juyoung,Borovoy,64835,Senior Staff,Marketing
274251,Heon,Kadhim,82935,Senior Staff,Marketing
274269,Macha,Nitto,54497,Senior Engineer,Production
274272,Persi,Conia,67916,Senior Staff,Development
274278,Horward,Oberman,40000,Engineer,Development
274282,Saeko,Bernatsky,65903,Staff,Sales
274283,Takahira,Sherertz,49547,Staff,Finance
274290,Tsuneo,Birke,46369,Senior Engineer,Research
274319,Sanjay,Gammage,43377,Senior Engineer,Development
274342,Mihalis,Baca,84500,Senior Staff,Finance
274346,Sadun,Plessier,40000,Senior Engineer,Production
274348,Cheong,Siksek,45518,Senior Engineer,Development
274349,Lubomir,Wilfing,40000,Senior Staff,Customer Service
274360,Shuzo,Oskamp,40000,Senior Engineer,Development
274364,Reuven,Kavraki,40000,Engineer,Production
274371,Genki,Delaune,112020,Senior Staff,Finance
274372,Herbert,Atrawala,54544,Senior Engineer,Quality Management
274390,Marsja,Salinas,48190,Staff,Research
274392,Matt,Schrooten,40000,Staff,Finance
274397,Rimli,Wendorf,75155,Senior Staff,Sales
274413,Stamatina,Valtorta,40000,Senior Engineer,Development
274427,Guther,Akaboshi,67320,Senior Staff,Finance
274428,Lenore,Savasere,51882,Senior Staff,Human Resources
274436,Brewster,Zockler,86796,Senior Staff,Sales
274440,Mahmut,Valette,55196,Engineer,Production
274441,Marla,Denis,76067,Senior Staff,Sales
274458,Arfst,Ghandeharizadeh,40000,Senior Engineer,Quality Management
274459,Manu,Curless,62240,Senior Engineer,Production
274462,Mamdouh,Leonhardt,50690,Senior Staff,Human Resources
274463,Uli,Glowinski,40000,Senior Engineer,Development
274473,Rutger,Bhattacharjee,40000,Senior Engineer,Development
274478,Sugwoo,Paludetto,40000,Senior Staff,Finance
274489,Dhritiman,Gulak,40000,Technique Leader,Production
274492,Malu,Zeilberger,59356,Senior Staff,Sales
274496,Danae,Boguraev,65770,Technique Leader,Development
274508,Rosli,Vickson,64288,Senior Staff,Sales
274511,Stafford,Pews,40000,Engineer,Development
274523,Mani,Cronin,45121,Senior Engineer,Production
274534,Freyja,McClurg,40000,Senior Engineer,Research
274543,Teruyuki,Marrakchi,69666,Senior Staff,Sales
274554,Sakthirel,Rattan,56199,Senior Engineer,Development
274560,Snehasis,Pusterhofer,40000,Senior Engineer,Production
274563,Masaki,Serre,41256,Senior Engineer,Development
274572,Barton,Restivo,40000,Staff,Customer Service
274574,Chirstian,Bharadwaj,82083,Senior Staff,Customer Service
274585,Aleksandar,Itzfeldt,50350,Senior Staff,Customer Service
274603,Harjit,Erie,47038,Senior Staff,Finance
274612,Bodh,Masaki,64136,Senior Staff,Production
274624,Fun,Serna,52377,Technique Leader,Production
274625,Fatemeh,Assaf,80053,Senior Staff,Sales
274627,Ibibia,Cooke,40504,Senior Engineer,Development
274683,Elrique,Strooper,40000,Senior Engineer,Development
274704,Masanao,Rothe,64892,Senior Staff,Sales
274706,Xiaoqiu,Thimonier,56651,Staff,Sales
274714,Marit,Kakkad,40000,Senior Engineer,Production
274716,Jungsoon,Legleitner,40000,Senior Engineer,Production
274729,Manibrata,Glinert,58984,Senior Engineer,Production
274735,Noritoshi,Haldar,63733,Senior Staff,Sales
274742,Sadok,Demos,52835,Senior Engineer,Development
274743,Irena,Driscoll,81844,Senior Staff,Sales
274746,Taegyun,Slutz,46385,Senior Engineer,Production
274749,Luisa,Danner,40000,Staff,Customer Service
274757,Jiann,Pettis,66163,Senior Staff,Finance
274760,Goh,Prampolini,67804,Senior Engineer,Production
274761,Jianwen,Milicia,40000,Senior Engineer,Development
274772,Palash,Busillo,50299,Senior Staff,Customer Service
274785,Sandeepan,Krohn,77694,Senior Staff,Sales
274809,Taiji,Jayawardene,40000,Senior Engineer,Development
274817,Sastry,Hainaut,40417,Senior Engineer,Production
274833,Chikako,Krohm,40000,Senior Engineer,Development
274836,Almudena,Furudate,40090,Senior Engineer,Production
274842,Phillip,Dredge,56597,Technique Leader,Production
274845,Satoru,Schaad,40000,Senior Engineer,Development
274856,Fayez,Weedman,65798,Staff,Sales
274869,Nadjib,Bressoud,40000,Technique Leader,Production
274872,Przemyslawa,Sessa,60304,Senior Engineer,Production
274875,Teruyuki,Erbe,48410,Senior Engineer,Development
274893,Sverrir,Kropatsch,76796,Engineer,Quality Management
274898,Qiwen,Deyuan,43323,Senior Engineer,Production
274903,Fusako,Crooks,78539,Senior Staff,Sales
274910,Parke,Braccini,80003,Senior Staff,Sales
274913,Dmitry,Ishibashi,46558,Senior Engineer,Quality Management
274925,Sadun,Meriste,40000,Senior Engineer,Production
274932,Mikhail,Schmiedel,69901,Senior Staff,Sales
274935,Christoper,Cannane,40000,Staff,Customer Service
274971,Alper,Kitsuregawa,49406,Senior Engineer,Development
274980,Sahrah,Slobodova,63838,Senior Staff,Sales
274983,Shahab,Gecsel,52206,Senior Engineer,Development
274984,Tesuya,Marshall,53151,Senior Staff,Sales
274985,Alagu,Emmerich,57279,Senior Engineer,Quality Management
274991,Xinyu,Gide,99624,Senior Staff,Sales
274994,Tru,Casperson,72901,Senior Staff,Finance
274996,Abdelghani,Fioravanti,40000,Senior Engineer,Production
275001,Katsuo,Mitina,68485,Senior Staff,Sales
275002,Hercules,Yurek,48898,Engineer,Production
275011,Leen,Wallrath,60017,Senior Staff,Sales
275022,Lansing,Yoshimura,59381,Senior Staff,Sales
275032,Horward,Rubsam,40000,Technique Leader,Production
275042,Filipe,Gide,47917,Staff,Research
275048,Nidapan,Gniady,40000,Senior Engineer,Customer Service
275070,Yongdong,Maccarone,40000,Engineer,Development
275076,Foong,Barbanera,40000,Senior Staff,Research
275083,Pranjal,Kopetz,40000,Assistant Engineer,Development
275085,Utz,Beetstra,40000,Senior Engineer,Quality Management
275106,Unal,Muhling,40000,Senior Engineer,Production
275110,Pradeep,McConalogue,65350,Senior Engineer,Development
275120,Jaideep,Aamodt,57206,Senior Staff,Sales
275126,Abdelkader,Dichev,56868,Senior Staff,Human Resources
275144,Taegyun,Varman,41226,Senior Engineer,Development
275150,Naftali,Pollacia,63738,Senior Engineer,Production
275181,Yuchang,Kriebel,40000,Senior Engineer,Research
275182,Poornachandra,Engberts,78472,Senior Engineer,Production
275189,Sachar,Katzenelson,45637,Engineer,Customer Service
275194,Doowon,Shobatake,46136,Senior Engineer,Development
275225,Mong,Luce,54617,Staff,Sales
275239,Guther,Collette,40000,Senior Staff,Customer Service
275252,Candida,Murtagh,40000,Senior Engineer,Production
275257,Kasidit,Yavatkar,46995,Senior Engineer,Development
275281,Nadjib,Veevers,84368,Senior Staff,Finance
275283,Xiaopeng,Ozery,55602,Senior Engineer,Development
275285,Mana,Aingworth,44323,Technique Leader,Development
275288,Sadegh,Sommen,60653,Senior Staff,Sales
275308,Samphel,Chinin,72459,Senior Staff,Marketing
275313,Serge,Keustermans,45798,Senior Staff,Research
275319,Mani,Vadhan,44383,Staff,Sales
275337,Ortrud,Matzke,65673,Senior Engineer,Development
275347,Parke,Spinelli,85607,Senior Staff,Marketing
275357,Ziya,Orsini,46312,Senior Staff,Customer Service
275372,Xuejia,Danecki,49344,Senior Engineer,Production
275386,Parke,Lortz,83406,Staff,Sales
275403,Fei,Farrag,63360,Technique Leader,Production
275410,Marin,Businaro,40000,Senior Staff,Customer Service
275421,King,Cooley,79820,Senior Staff,Sales
275431,Fumitake,Gomatam,40000,Engineer,Quality Management
275435,Fumiya,Gluchowski,54675,Senior Staff,Marketing
275447,Denny,Begiun,40000,Senior Engineer,Production
275449,Ronghao,Lambe,53607,Technique Leader,Development
275466,Danco,Puoti,54370,Senior Engineer,Development
275479,Georgi,Ratnakar,63085,Senior Staff,Customer Service
275504,Aluzio,Bahi,52126,Engineer,Development
275531,Doohun,Macedo,52385,Senior Engineer,Production
275533,Takanari,Muhling,72289,Senior Staff,Sales
275534,Troy,Oxman,48146,Senior Staff,Customer Service
275549,LiMin,Usdin,40000,Senior Engineer,Production
275565,Frederique,Bail,40000,Senior Staff,Finance
275566,Maja,Birrer,40000,Senior Engineer,Quality Management
275568,Uwe,Bottner,40000,Senior Engineer,Quality Management
275570,Masaru,Streit,76820,Senior Engineer,Development
275581,Honglan,Azulay,40000,Staff,Research
275588,Xumin,Peak,72975,Senior Engineer,Development
275599,Toshimi,Cichocki,62267,Senior Engineer,Development
275603,Siddarth,Rehfuss,65064,Senior Engineer,Production
275606,Stamatina,Alpay,40000,Senior Engineer,Production
275620,Arunas,Yetim,60157,Senior Engineer,Development
275622,Ennio,Emiris,53289,Technique Leader,Production
275639,Kasturi,Claffy,62187,Senior Staff,Sales
275641,Oldrich,Ulupinar,50413,Senior Engineer,Production
275675,Hitomi,Shanbhogue,40000,Senior Engineer,Development
275692,Arfst,Soloway,80766,Senior Staff,Marketing
275700,Jacopo,Henseler,44067,Senior Staff,Finance
275703,Panayotis,Unni,40000,Senior Engineer,Development
275706,Arfst,Mandell,59173,Senior Engineer,Production
275707,Junsik,Skrikant,79590,Staff,Marketing
275710,Abdelwaheb,Hofmeyr,51041,Senior Staff,Research
275712,Sverrir,Karnin,50336,Technique Leader,Production
275719,Licheng,Nollmann,40000,Senior Staff,Human Resources
275720,Zeljko,Leuchs,70079,Senior Engineer,Production
275721,Shigeichiro,Farrar,50840,Senior Engineer,Quality Management
275735,Chinya,Compeau,40000,Senior Staff,Customer Service
275739,Patricio,Snyers,60548,Staff,Sales
275751,Pohua,Restivo,62788,Senior Staff,Sales
275754,Debatosh,Rosaz,83874,Senior Staff,Finance
275762,Hugh,Brlek,68879,Senior Staff,Finance
275767,Uinam,Varker,67739,Senior Staff,Sales
275775,Dung,Oppitz,40000,Senior Staff,Customer Service
275792,Martine,Camarinopoulos,41193,Senior Engineer,Development
275798,Anneke,Gente,40000,Engineer,Development
275803,Jaroslava,Erdmenger,40000,Technique Leader,Development
275811,Sailaja,McAlpine,54185,Senior Engineer,Production
275816,Rosalyn,Kavvadias,55026,Senior Staff,Human Resources
